OTU	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	baseSum	proportionMean	proportionSum	Kingdom	Phylum	Class	Order	Family	Genus
Otu3417	1.11485040400099	-0.0697980960317441	1.26557313469036	-0.0551513730171124	0.956017868642484	NA	57548.3702877186	0.00193724061763554	100	Bacteria	Patescibacteria	Parcubacteria	Candidatus Zambryskibacteria	NA	NA
Otu3282	2.01474430668633	-0.0706576818570278	0.91345688294986	-0.0773519617355669	0.938343555206566	0.973852339560498	57548.3702877186	0.00350095805774069	100	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga
Otu223	23.9731977685676	-0.0707194713975869	0.446098618836378	-0.158528783572687	0.874040141420251	0.953645276815438	57548.3702877186	0.0416574746577727	100	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
Otu959	9.08590265575909	-0.0712382516234092	0.502383574280345	-0.141800519106256	0.887237574025799	0.95829779162512	57548.3702877186	0.0157882883743419	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu8055	7.87967588679483	-0.0713602667354389	0.447095825235286	-0.159608438969174	0.873189530874851	0.953598932376052	57548.3702877186	0.0136922659102241	100	Bacteria	NA	NA	NA	NA	NA
Otu2576	4.63812600894667	-0.0726391340986373	0.614368811137897	-0.118233759236735	0.905882441546639	0.9647238752111	57548.3702877186	0.00805952624854173	100	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter
Otu1149	5.2812818131333	-0.0744992699424608	0.632706471279163	-0.117746970078942	0.906268148874156	0.9647238752111	57548.3702877186	0.00917711793875139	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu1295	3.11898347284019	-0.0747949209851632	0.874408174756716	-0.0855377650214365	0.931833873329316	0.973065460644773	57548.3702877186	0.00541975985983015	100	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Berkiella
Otu1783	9.07911007695442	-0.0753519832352254	0.585323522414643	-0.128735614322101	0.897566853723227	0.963720552678261	57548.3702877186	0.0157764851229714	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu2583	2.05886581007505	-0.0764673531726884	0.869913928905502	-0.0879022057606287	0.929954403449423	0.972981385442338	57548.3702877186	0.0035776266118077	100	Bacteria	Cyanobacteria	Melainabacteria	Obscuribacterales	NA	NA
Otu1477	5.82600105678075	-0.0764816105556473	0.738928109065736	-0.103503452659755	0.917563409387676	0.968447963396652	57548.3702877186	0.0101236595018297	100	Bacteria	Acidobacteria	Subgroup 6	NA	NA	NA
Otu2662	1.2963544965123	-0.0796547232074098	1.03502175826085	-0.0769594673461298	0.938655789667057	NA	57548.3702877186	0.00225263459248463	100	Bacteria	NA	NA	NA	NA	NA
Otu2522	1.59107846090656	-0.079868506184332	0.986424758282088	-0.080967661764114	0.93546767021357	0.973852339560498	57548.3702877186	0.002764767191411	100	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA
Otu4018	2.49802246095079	-0.0812499081486556	0.793499073653516	-0.102394458728926	0.918443581849484	0.968689032888847	57548.3702877186	0.00434073536480996	100	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured
Otu2741	1.05022671859806	-0.0818328102854577	1.14759771381989	-0.0713079237610792	0.943152689036034	NA	57548.3702877186	0.00182494606423666	100	Bacteria	Cyanobacteria	Oxyphotobacteria	NA	NA	NA
Otu837	5.436512245911	-0.0821757918570752	0.600565183564777	-0.136830762265145	0.891164567555452	0.960566968691959	57548.3702877186	0.00944685699826186	100	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured
Otu866	4.99023113372805	-0.0823822798821667	0.672355782199118	-0.122527807543669	0.902481024670945	0.96467428970204	57548.3702877186	0.00867136829206268	100	Bacteria	FCPU426	metagenome	metagenome	metagenome	metagenome
Otu1861	5.4756136284323	-0.0826825174747676	0.58564648623279	-0.141181616245371	0.8877264687126	0.958387221482953	57548.3702877186	0.00951480224558305	100	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	NA
Otu2250	3.74383707131712	-0.0827361281364712	0.862268478963763	-0.0959517019987788	0.923558931715649	0.970658020606529	57548.3702877186	0.00650554838060478	100	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
Otu1730	2.12240991110177	-0.0865021711260512	0.892387927530475	-0.0969333721999474	0.922779306404445	0.970658020606529	57548.3702877186	0.0036880452052605	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu3305	1.7955923180708	-0.0870986016619557	0.969494045115001	-0.0898392332586469	0.928414970597883	0.9728378014396	57548.3702877186	0.00312014451337816	100	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	uncultured bacterium
Otu1167	2.23423833824946	-0.0872713119274792	0.925436919125519	-0.0943028207799892	0.924868609244701	0.970947472338743	57548.3702877186	0.00388236595941669	100	Bacteria	Planctomycetes	BD7-11	uncultured bacterium	uncultured bacterium	uncultured bacterium
Otu7167	3.78717398047055	-0.0875475112975758	0.800309625810966	-0.10939205086889	0.912891538399706	0.966976674426978	57548.3702877186	0.00658085356985126	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu3389	0.831792605951372	-0.087885059255754	1.35269403984052	-0.0649703899531598	0.948197575822178	NA	57548.3702877186	0.00144537995045341	100	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	uncultured
Otu2141	2.42874704690705	-0.0885117088889417	1.06173398077109	-0.0833652407212771	0.933561126160247	0.973263284210026	57548.3702877186	0.00422035764829534	100	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagaceae	Sporocytophaga
Otu436	33.663160057781	-0.0899755171709613	0.380882975934299	-0.236228770661784	0.813255155430825	0.926622305462158	57548.3702877186	0.0584954185313655	100	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Aquisphaera
Otu3296	1.3320953205681	-0.0904924261755914	1.25410681044974	-0.0721568732595749	0.94247706581859	NA	57548.3702877186	0.00231474030265003	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu880	31.9107065831941	-0.091574567311293	0.333928605341074	-0.274233970515221	0.783904823713367	0.914039221325863	57548.3702877186	0.0554502350347254	100	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA
Otu988	4.75351401311153	-0.0926647291952788	0.632496816226124	-0.146506238162866	0.883521765713768	0.957164038640279	57548.3702877186	0.00826003236815547	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Fimbriiglobus
Otu5389	0.660487053377022	-0.0928417611622405	1.47552828725049	-0.0629210310398335	0.949829387677498	NA	57548.3702877186	0.00114770765892214	100	Bacteria	NA	NA	NA	NA	NA
Otu1377	13.97175874279	-0.0932888717777216	0.510020659810918	-0.182911946767621	0.854867108876152	0.946019042105208	57548.3702877186	0.0242782874179352	100	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Berkiella
Otu4725	2.12063251677295	-0.094101851156107	0.846000932965992	-0.111231379882993	0.911432868475474	0.966298998024312	57548.3702877186	0.00368495668282289	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata
Otu44	155.306204596243	-0.0947031176324068	0.393491644333359	-0.240673770323255	0.809807969729089	0.925943221201865	57548.3702877186	0.269870725825552	100	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Otu1048	4.60433296296161	-0.0951741471133446	0.587977226164834	-0.161867063685666	0.871410540099329	0.953249343804155	57548.3702877186	0.00800080513130399	100	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured soil bacterium	uncultured soil bacterium
Otu3150	1.01189209820181	-0.0968622202517535	1.18124908476725	-0.0819998267095707	0.934646851258867	NA	57548.3702877186	0.00175833319543674	100	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	NA
Otu217	43.2729725800148	-0.0981978791292773	0.327034551497977	-0.300267597657444	0.763973046845505	0.908005870544585	57548.3702877186	0.0751940886660516	100	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
Otu972	3.55598403943325	-0.0992039615121921	0.671307446766621	-0.147777239758045	0.882518572142054	0.957164038640279	57548.3702877186	0.00617912205272671	100	Bacteria	NA	NA	NA	NA	NA
Otu1565	3.34651567472133	-0.0994851658516449	0.745293961462793	-0.133484465185233	0.893810249309871	0.960566968691959	57548.3702877186	0.00581513543822371	100	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA
Otu481	7.55378196563488	-0.0997470424783326	0.530820095936428	-0.187911202386502	0.850946260938909	0.945135654937714	57548.3702877186	0.0131259702540124	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu375	10.2603535817054	-0.100920144682695	0.436321192359005	-0.231297829328577	0.81708343291518	0.926977387034489	57548.3702877186	0.0178290949516168	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu3183	1.51069211875509	-0.101100413814862	1.07350638603021	-0.0941777479207436	0.924967960784993	NA	57548.3702877186	0.00262508236324025	100	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS 17	NA
Otu1767	1.84809001198477	-0.101217030674596	1.15897321429659	-0.0873333649354671	0.930406533945333	0.972981385442338	57548.3702877186	0.00321136811128633	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu3096	2.28793788110674	-0.101506644032685	0.998449956300202	-0.101664228028835	0.919023196880563	0.968689032888847	57548.3702877186	0.00397567797257851	100	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella
Otu1501	3.34651736251725	-0.102069235170052	0.976203758396537	-0.104557306087108	0.91672709375083	0.968447963396652	57548.3702877186	0.00581513837105381	100	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	NA	NA
Otu987	2.26594189295154	-0.10277284471197	0.811033871151922	-0.126718313954016	0.899163350250564	0.964562755504521	57548.3702877186	0.00393745623311788	100	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	NA
Otu4145	1.96696973384436	-0.104632380802228	0.865833360573866	-0.120845864304511	0.903813121818622	0.96467428970204	57548.3702877186	0.00341794167933914	100	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	NA
Otu79	192.939337473493	-0.10474672510175	0.378648367507016	-0.27663324099716	0.78206173775991	0.91324379075378	57548.3702877186	0.335264641742024	100	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1
Otu3481	7.94873006707407	-0.105241515801482	0.515597409843335	-0.204115679777096	0.838263101585112	0.93844534616767	57548.3702877186	0.0138122591957576	100	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Otu1540	2.23955515483544	-0.106802515916201	0.865905642027269	-0.123341979463436	0.90183629979719	0.96467428970204	57548.3702877186	0.00389160482501688	100	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga
Otu2708	2.87613015656432	-0.106879956092938	0.684679970955855	-0.156102063192717	0.875952572108715	0.954848993153149	57548.3702877186	0.00499776126097894	100	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
Otu107	59.7536031000626	-0.108342075403921	0.357350563455967	-0.303181487545831	0.761751556281214	0.908005870544585	57548.3702877186	0.103831963965823	100	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter
Otu680	20.8647949070061	-0.110604261545105	0.447154430286511	-0.247351371369027	0.804636305019298	0.924059211603671	57548.3702877186	0.0362561003946603	100	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	NA
Otu3751	0.934304260519089	-0.111763816943017	1.25088441612877	-0.0893478370199091	0.928805477616484	NA	57548.3702877186	0.00162351124080134	100	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured
Otu405	91.4642107236689	-0.111845751551483	0.434788569790541	-0.257241701651368	0.796992193613766	0.920812861215299	57548.3702877186	0.158934493307777	100	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter
Otu7355	3.25867039615308	-0.113350529877423	0.649073206102294	-0.174634430772604	0.86136689244982	0.948100022683112	57548.3702877186	0.00566248944993758	100	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	NA
Otu3555	1.41350188323511	-0.114746864107462	1.11717545641608	-0.10271158701926	0.918191877174567	NA	57548.3702877186	0.0024561979360461	100	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Candidatus Solibacter
Otu8044	9.81287603407245	-0.115078487040383	0.807248034700436	-0.142556540361338	0.886640422586833	0.958091299132292	57548.3702877186	0.0170515272370217	100	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
Otu2491	0.78213256295094	-0.116679972458645	1.32944911741122	-0.0877656549096446	0.930062935803942	NA	57548.3702877186	0.00135908724963121	100	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured
Otu258	26.9647737354069	-0.117016367425869	0.431499740952522	-0.271185255331924	0.786248552765358	0.914222161171965	57548.3702877186	0.0468558424862318	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu4203	13.2370035591282	-0.118133112916111	0.57396052262066	-0.205820972454211	0.836930758276565	0.938316669611731	57548.3702877186	0.0230015263559134	100	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter
Otu737	3.91647556275999	-0.118162814805888	0.828416987340502	-0.142636880473964	0.886576968870279	0.958091299132292	57548.3702877186	0.00680553687824554	100	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	NA
Otu980	15.096102178356	-0.118337285494027	0.442553323382424	-0.267396671184341	0.789163762171558	0.915647236344581	57548.3702877186	0.0262320237790949	100	Bacteria	Elusimicrobia	Lineage IIa	NA	NA	NA
Otu745	6.55066012790491	-0.118688158706112	0.875027456069968	-0.135639353808599	0.892106393096605	0.960566968691959	57548.3702877186	0.0113828768654164	100	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	NA
Otu1100	4.01120594607278	-0.120744634101604	0.677745042121472	-0.17815642549542	0.858600129615906	0.948013233817558	57548.3702877186	0.00697014689732893	100	Bacteria	Planctomycetes	vadinHA49	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
Otu4643	1.56764398536044	-0.12169164956105	1.32780863716974	-0.0916484846946312	0.92697732830295	0.972652670720652	57548.3702877186	0.00272404583748045	100	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Otu1030	5.05797231155573	-0.122531499094032	0.762195910736873	-0.16076116044177	0.872281516752343	0.953249343804155	57548.3702877186	0.00878908001437383	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu139	36.0681885416079	-0.123798257537304	0.330086642790872	-0.375047764703818	0.707624943875861	0.880798980773751	57548.3702877186	0.0626745611757232	100	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	NA
Otu2178	1.62554268723126	-0.124416077043902	1.10186335445113	-0.112914252517162	0.910098536722102	0.965752044363382	57548.3702877186	0.00282465459769616	100	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	KD3-10	NA
Otu330	44.2948012264838	-0.124441343638553	0.354415875078731	-0.351116731469517	0.72550077617886	0.888324535506158	57548.3702877186	0.07696968829009	100	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium
Otu2469	9.82500699881455	-0.124715271688335	0.453739353677713	-0.274861042308708	0.783422998460299	0.914039221325863	57548.3702877186	0.0170726068343786	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu7438	0.649007741312433	-0.124994189334919	1.47542703075601	-0.0847172965720116	0.932486144726187	NA	57548.3702877186	0.00112776041800603	100	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	uncultured
Otu3602	1.9667114307144	-0.126467210941621	0.848467293382644	-0.149053725379826	0.881511239693264	0.957164038640279	57548.3702877186	0.00341749283408312	100	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	cvE6	uncultured bacterium
Otu7209	0.436300975055044	-0.127303868198707	1.56986680924056	-0.0810921458109503	0.935368671852624	NA	57548.3702877186	0.000758146534599877	100	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Otu6092	2.82690035767679	-0.127552487145437	0.733800953160848	-0.17382436830588	0.862003492786116	0.948100022683112	57548.3702877186	0.00491221618187176	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu108	38.8567770068673	-0.128393704782524	0.529633641153339	-0.242419844220869	0.808454859415903	0.925573433960097	57548.3702877186	0.0675202039824917	100	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	NA
Otu1177	1.88115945389416	-0.129239691862693	1.20058532968235	-0.107647235617053	0.914275526062088	0.968008183717599	57548.3702877186	0.00326883184439303	100	Bacteria	Bacteroidetes	Ignavibacteria	SJA-28	NA	NA
Otu3283	1.13306399661036	-0.13062643817964	1.02852571493456	-0.127003570531001	0.89893757256113	NA	57548.3702877186	0.00196888980686247	100	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	NA
Otu1845	1.86289811344157	-0.130871248312173	1.07375663231091	-0.121881667012865	0.90299273497442	0.96467428970204	57548.3702877186	0.00323709968523494	100	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	uncultured
Otu1637	38.4657170016482	-0.131965908115306	0.606081611314096	-0.217736201943464	0.827634655248961	0.932768761407615	57548.3702877186	0.0668406712637302	100	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	NA
Otu1849	1.42234342599815	-0.132445950524751	1.37860294061639	-0.0960725866909387	0.923462923226642	NA	57548.3702877186	0.00247156160789091	100	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
Otu1374	7.27303548531679	-0.133403303946979	0.507296699901851	-0.262968996196484	0.792574475760944	0.918701258740583	57548.3702877186	0.0126381258912364	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	NA
Otu94	46.1513938445316	-0.133438707420558	0.49328482520179	-0.270510464954952	0.786767567066571	0.914222161171965	57548.3702877186	0.0801958311135368	100	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
Otu2746	2.47732800835373	-0.133663420084337	0.788255328872455	-0.169568685663735	0.865349351072042	0.949871845827916	57548.3702877186	0.00430477526291029	100	Bacteria	Actinobacteria	Actinobacteria	NA	NA	NA
Otu2501	7.06986441129517	-0.13551149465036	0.769522796340239	-0.176098090004399	0.860216881433804	0.948013233817558	57548.3702877186	0.0122850818814655	100	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Otu142	42.0982479950655	-0.13563336128451	0.632611574452778	-0.214402275838591	0.830233367067469	0.934358963414033	57548.3702877186	0.073152806560101	100	Bacteria	NA	NA	NA	NA	NA
Otu3742	1.0952314625763	-0.135753206954602	1.18841289259451	-0.114230675046136	0.909054935885599	NA	57548.3702877186	0.00190314939780325	100	Bacteria	Elusimicrobia	Elusimicrobia	MVP-88	uncultured Termite group 1 bacterium	uncultured Termite group 1 bacterium
Otu3473	1.77626006827485	-0.135875560144598	1.12401768258212	-0.120883827941622	0.903783051659905	0.96467428970204	57548.3702877186	0.00308655146860678	100	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter
Otu600	8.47423668607055	-0.137664663854561	0.554079656219482	-0.248456449012865	0.803781262410408	0.923526669565999	57548.3702877186	0.014725415582931	100	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA
Otu1590	6.39450294236866	-0.138405672305248	0.658601355202111	-0.210150907240047	0.833549894252418	0.935670595698158	57548.3702877186	0.0111115274166735	100	Bacteria	Elusimicrobia	Lineage IIb	uncultured bacterium	uncultured bacterium	uncultured bacterium
Otu3102	0.873536150660063	-0.138528870316039	1.30990107003437	-0.10575521578313	0.915776570079685	NA	57548.3702877186	0.00151791640022599	100	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA
Otu7665	3.60952195826565	-0.138594229245776	1.03833350258569	-0.133477566601332	0.893815704765907	0.960566968691959	57548.3702877186	0.00627215321688433	100	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10
Otu700	10.9550085939193	-0.142544435475264	0.48504095783041	-0.293881234510311	0.768848657955046	0.908208767473659	57548.3702877186	0.019036175202093	100	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	NA
Otu787	12.6024498709811	-0.14275542813985	0.462465610094976	-0.308683337795718	0.757562419774777	0.906331336198404	57548.3702877186	0.0218988822932325	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu1715	0.994002663356203	-0.144561330471215	1.10058477517125	-0.131349564097614	0.895498784910029	NA	57548.3702877186	0.00172724728499972	100	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	KD3-93	uncultured bacterium
Otu1051	9.92547429838183	-0.145227088032109	0.627395640289797	-0.231476087345821	0.816944960557847	0.926977387034489	57548.3702877186	0.017247185713094	100	Bacteria	Proteobacteria	Deltaproteobacteria	MBNT15	NA	NA
Otu371	9.73396383692655	-0.145377500883584	0.557657154717434	-0.260693330398042	0.79432900983285	0.919380315451459	57548.3702877186	0.0169144039844407	100	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
Otu348	14.547558276959	-0.149667674882411	0.483778553394863	-0.309372281660968	0.757038352883763	0.906331336198404	57548.3702877186	0.0252788362280758	100	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia
Otu316	14.4455358377412	-0.150025230689874	0.610564249578279	-0.24571571426512	0.805902306851317	0.924613244613082	57548.3702877186	0.0251015550319138	100	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured
Otu3309	8.26379674699462	-0.150080450009931	0.628554923247537	-0.238770622039701	0.811283451625201	0.926622305462158	57548.3702877186	0.0143597406940961	100	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter
Otu412	15.730969600473	-0.150110787228845	0.648332833401601	-0.231533526446995	0.816900342588147	0.926977387034489	57548.3702877186	0.0273352130074656	100	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium
Otu2524	1.25158592836345	-0.150733728464213	1.06020462663868	-0.142174184753472	0.886942422212959	NA	57548.3702877186	0.00217484165425715	100	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured
Otu5071	1.84437536535336	-0.150792151066384	0.964041478833484	-0.156416662951937	0.875704603694919	0.954848993153149	57548.3702877186	0.00320491328621858	100	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	uncultured
Otu2149	1.92559703882994	-0.150798078728814	0.808601414617903	-0.186492474540219	0.852058579787906	0.945334694873856	57548.3702877186	0.0033460496434612	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	NA
Otu266	25.8848886112871	-0.151470436845516	0.313594409679534	-0.48301382987122	0.629085916510799	0.835947501669755	57548.3702877186	0.0449793599399481	100	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Candidatus Solibacter
Otu2211	8.18298072011692	-0.154622058480702	0.550210468465519	-0.281023476183445	0.778692393719141	0.911564508520423	57548.3702877186	0.014219309216239	100	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	cvE6	metagenome
Otu2436	0.864797648614504	-0.154645432707898	1.30867013888343	-0.118169910134759	0.905933031111557	NA	57548.3702877186	0.00150273177900758	100	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
Otu129	163.381416241131	-0.156272255627591	0.275407980657626	-0.567420941304751	0.57042822554819	0.801315840651029	57548.3702877186	0.283902768096281	100	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys
Otu6069	1.27486660573393	-0.157109910432071	1.23727329151801	-0.126980766100037	0.89895562173653	NA	57548.3702877186	0.00221529575791653	100	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	uncultured
Otu3458	0.939249701868272	-0.157955206332396	1.12892392193054	-0.139916608430337	0.88872587874226	NA	57548.3702877186	0.00163210477928811	100	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA
Otu656	18.7036056442908	-0.158069661587842	0.78812567682757	-0.200564029615324	0.841039486704165	0.940688714986649	57548.3702877186	0.0325006695250975	100	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsteraceae	uncultured
Otu1231	3.65639049532992	-0.158505554202232	0.872886317555065	-0.181587855158737	0.855906180567064	0.94655041524755	57548.3702877186	0.00635359520530198	100	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	NA
Otu1303	5.8074533796554	-0.158876648949947	0.657072317682575	-0.241794768512373	0.80893919277792	0.925573433960097	57548.3702877186	0.0100914297844065	100	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	NA
Otu957	2.81405317264698	-0.159989943550223	0.760515071237929	-0.21037051019883	0.833378507100164	0.935670595698158	57548.3702877186	0.00488989203096082	100	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	NA
Otu2679	0.862235102439967	-0.160541222061644	1.25793336044339	-0.127622994277739	0.898447333132909	NA	57548.3702877186	0.00149827892280727	100	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NA	NA
Otu1820	1.52182508896273	-0.161769430066765	1.21040639281847	-0.133648856306913	0.893680248965872	0.960566968691959	57548.3702877186	0.00264442777676278	100	Bacteria	Chloroflexi	Ktedonobacteria	B12-WMSP1	NA	NA
Otu2067	1.29569642956883	-0.162172793753857	1.0989348053649	-0.147572715835502	0.882679988910702	NA	57548.3702877186	0.00225149109017487	100	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium
Otu385	10.8994711780147	-0.162427592155455	0.84305614274046	-0.192665214000415	0.8472211681899	0.943387270110943	57548.3702877186	0.0189396695745192	100	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter
